Date,Value
2018-09-22,217038.0
2018-09-21,260230.0
2018-09-20,243869.0
2018-09-19,241348.0
2018-09-18,233130.0
2018-09-17,230538.0
2018-09-16,173407.0
2018-09-15,203891.0
2018-09-14,213969.0
2018-09-13,224763.0
2018-09-12,223259.0
2018-09-11,227959.0
2018-09-10,213138.0
2018-09-09,179430.0
2018-09-08,196232.0
2018-09-07,221423.0
2018-09-06,239577.0
2018-09-05,235121.0
2018-09-04,222592.0
2018-09-03,213726.0
2018-09-02,178075.0
2018-09-01,202384.0
2018-08-31,227435.0
2018-08-30,221552.0
2018-08-29,227847.0
2018-08-28,227666.0
2018-08-27,213848.0
2018-08-26,165532.0
2018-08-25,189040.0
2018-08-24,211378.0
2018-08-23,208175.0
2018-08-22,220761.0
2018-08-21,208747.0
2018-08-20,206181.0
2018-08-19,160881.0
2018-08-18,182739.0
2018-08-17,223046.0
2018-08-16,222287.0
2018-08-15,234158.0
2018-08-14,234876.0
2018-08-13,212531.0
2018-08-12,158066.0
2018-08-11,183843.0
2018-08-10,216581.0
2018-08-09,212428.0
2018-08-08,222509.0
2018-08-07,222137.0
2018-08-06,208649.0
2018-08-05,165611.0
2018-08-04,184081.0
2018-08-03,219270.0
2018-08-02,215280.0
2018-08-01,230531.0
2018-07-31,231945.0
2018-07-30,221051.0
2018-07-29,161879.0
2018-07-28,181724.0
2018-07-27,217969.0
2018-07-26,221949.0
2018-07-25,238580.0
2018-07-24,244147.0
2018-07-23,220092.0
2018-07-22,160823.0
2018-07-21,177593.0
2018-07-20,215195.0
2018-07-19,214738.0
2018-07-18,226717.0
2018-07-17,223268.0
2018-07-16,198732.0
2018-07-15,154160.0
2018-07-14,169448.0
2018-07-13,199289.0
2018-07-12,194808.0
2018-07-11,192646.0
2018-07-10,205157.0
2018-07-09,196412.0
2018-07-08,147552.0
2018-07-07,162258.0
2018-07-06,190932.0
2018-07-05,188173.0
2018-07-04,195970.0
2018-07-03,206030.0
2018-07-02,188232.0
2018-07-01,148141.0
2018-06-30,172009.0
2018-06-29,188020.0
2018-06-28,178519.0
2018-06-27,179472.0
2018-06-26,187887.0
2018-06-25,190416.0
2018-06-24,149631.0
2018-06-23,155485.0
2018-06-22,193389.0
2018-06-21,188899.0
2018-06-20,189569.0
2018-06-19,182229.0
2018-06-18,187789.0
2018-06-17,138692.0
2018-06-16,152101.0
2018-06-15,196440.0
2018-06-14,199088.0
